HorseURL	RaceURL	Day	Kyoto	Tokyo	Nakayama	Hanshin	Tyukyo	Niigata	Kokura	Fukushima	Sapporo	Hakodate	Raceday	First	Maiden	Under500	Under1000	Under1600	Open	G3	G2	G1	Grass	Dirt	Distance	LightCo	LittleHeavyCo	HeavyCo	BadCo	wakuban	Umaban	Male	Female	Senba	barei	kinryou	kisyu	Time	RunningTime	Tyakusa	Ninki	Weight	zougen	Tansyou	Hukusyou	Wakuren	Umaren	Wide	Umatan	Sanrenpuku	Sanrentan	titi	Haha	TitiTiti	TitiHaha	hahatiti	HahaHaha	tyakujun	Tyoukyoushi
"http://db.netkeiba.com/horse/1992100285/"	"http://db.netkeiba.com/race/199508040306/"	"1995年4月1日"	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	1400	0	1	0	0	8	15	1	0	0	4	55	"http://db.netkeiba.com/jockey/00650/"	"1:30.3"	9030	"3/4"	13	460	0	"13330"	"<td class=\"txt_r\">2,820<br>1,140<br>230</td>"	"18930"	"84790"	""	""	""	""	"/horse/ped/1979101459/"	"/horse/ped/1983103301/"	"/horse/ped/000a0003bd/"	"/horse/ped/1955103795/"	"/horse/ped/000a000442/"	"/horse/ped/1976100506/"	15	"/trainer/00211/"
"http://db.netkeiba.com/horse/1996104908/"	"http://db.netkeiba.com/race/199907010402/"	"1999年2月21日"	0	0	0	0	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	1000	1	0	0	0	5	6	1	0	0	4	54	"http://db.netkeiba.com/jockey/01030/"	"1:03.0"	6300	"3"	3	482	-2	"830"	"<td class=\"txt_r\">210<br>140<br>200</td>"	"1590"	"1460"	""	""	""	""	"/horse/ped/000a000d5d/"	"/horse/ped/1982105637/"	"/horse/ped/000a0000d3/"	"/horse/ped/000a00831a/"	"/horse/ped/000a0003bd/"	"/horse/ped/1955101399/"	5	"/trainer/00400/"
"http://db.netkeiba.com/horse/2007105759/"	"http://db.netkeiba.com/race/201409040612/"	"2014年9月28日"	0	0	0	1	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	1	1200	1	0	0	0	7	13	1	0	0	7	54	"http://db.netkeiba.com/jockey/01152/"	"1:12.6"	7260	"ハナ"	13	480	-4	"250"	"<td class=\"txt_r\">160<br>1,500<br>440</td>"	"2010"	"11070"	"<td class=\"txt_r\">3,510<br>1,010<br>9,190</td>"	"13620"	"44780"	"208620"	"/horse/ped/000a00fa41/"	"/horse/ped/1998106160/"	"/horse/ped/000a001676/"	"/horse/ped/000a00fac9/"	"/horse/ped/000a000843/"	"/horse/ped/000a0062f6/"	11	"/trainer/01041/"
"http://db.netkeiba.com/horse/2006106892/"	"http://db.netkeiba.com/race/201409010610/"	"2014年3月16日"	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	1	1400	0	1	0	0	7	14	1	0	0	8	57	"http://db.netkeiba.com/jockey/00652/"	"1:24.9"	8490	"1/2"	15	490	8	"450"	"<td class=\"txt_r\">180<br>250<br>240</td>"	"1110"	"1960"	"<td class=\"txt_r\">660<br>670<br>1,020</td>"	"3340"	"4150"	"23010"	"/horse/ped/000a000d69/"	"/horse/ped/2000103104/"	"/horse/ped/000a001607/"	"/horse/ped/000a0093c1/"	"/horse/ped/000a0000cc/"	"/horse/ped/1988106215/"	8	"/trainer/01078/"
"http://db.netkeiba.com/horse/2008104913/"	"http://db.netkeiba.com/race/201110041111/"	"2011年9月3日"	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	1	0	0	0	0	1	0	1200	1	0	0	0	1	1	0	1	0	3	52	"http://db.netkeiba.com/jockey/01115/"	"1:08.6"	6860	"1/2"	6	486	2	"210"	"<td class=\"txt_r\">110<br>240<br>130</td>"	"1360"	"1230"	"<td class=\"txt_r\">400<br>180<br>630</td>"	"1780"	"1290"	"6720"	"/horse/ped/000a010a10/"	"/horse/ped/2002101527/"	"/horse/ped/000a002109/"	"/horse/ped/000a00b187/"	"/horse/ped/1995108558/"	"/horse/ped/1983106194/"	2	"/trainer/01101/"
"http://db.netkeiba.com/horse/1988103220/"	"http://db.netkeiba.com/race/199207030106/"	"1992年11月28日"	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1000	1	0	0	0	1	2	1	0	0	5	57	"http://db.netkeiba.com/jockey/00628/"	"1:00.4"	6040	"1.1/4"	1	458	2	"860"	"<td class=\"txt_r\">250<br>160<br>400</td>"	"1470"	"1410"	""	""	""	""	"/horse/ped/1975102626/"	"/horse/ped/1982106830/"	"/horse/ped/000a000dfe/"	"/horse/ped/000a0007db/"	"/horse/ped/000a0003c7/"	"/horse/ped/1955106035/"	2	"/trainer/00350/"
"http://db.netkeiba.com/horse/1989101413/"	"http://db.netkeiba.com/race/199206040604/"	"1992年9月27日"	0	0	1	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	1	1800	0	0	1	0	6	7	0	1	0	4	53	"http://db.netkeiba.com/jockey/00187/"	"1:59.5"	11950	"3"	3	438	2	"1040"	"<td class=\"txt_r\">280<br>400<br>170</td>"	"5650"	"6730"	""	""	""	""	"/horse/ped/000a000d06/"	"/horse/ped/1984101322/"	"/horse/ped/000a000e32/"	"/horse/ped/000a008341/"	"/horse/ped/000a0003c6/"	"/horse/ped/1955100989/"	7	"/trainer/00334/"
"http://db.netkeiba.com/horse/2004107029/"	"http://db.netkeiba.com/race/200803020412/"	"2008年6月29日"	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	0	0	0	0	0	1	0	1800	0	0	1	0	7	8	1	0	0	4	57	"http://db.netkeiba.com/jockey/01031/"	"1:51.6"	11160	"クビ"	4	472	2	"650"	"<td class=\"txt_r\">190<br>210<br>160</td>"	"1750"	"2510"	"<td class=\"txt_r\">700<br>440<br>560</td>"	"5600"	"2970"	"24090"	"/horse/ped/1996107315/"	"/horse/ped/1992108544/"	"/horse/ped/000a00033a/"	"/horse/ped/000a0064f3/"	"/horse/ped/1983109000/"	"/horse/ped/1982107025/"	2	"/trainer/01056/"
"http://db.netkeiba.com/horse/2001102064/"	"http://db.netkeiba.com/race/200508040605/"	"2005年10月23日"	1	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	1	1800	0	1	0	0	2	2	1	0	0	4	57	"http://db.netkeiba.com/jockey/00652/"	"1:55.3"	11530	"2"	8	474	-10	"670"	"<td class=\"txt_r\">150<br>120<br>120</td>"	"870"	"830"	"<td class=\"txt_r\">270<br>300<br>220</td>"	"1860"	"770"	""	"/horse/ped/000a000d94/"	"/horse/ped/1992103539/"	"/horse/ped/000a001bde/"	"/horse/ped/000a00af1a/"	"/horse/ped/000a0003bd/"	"/horse/ped/1982101539/"	10	"/trainer/00191/"
"http://db.netkeiba.com/horse/1998103664/"	"http://db.netkeiba.com/race/200207020408/"	"2002年5月26日"	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	1200	1	0	0	0	5	10	0	1	0	4	51	"http://db.netkeiba.com/jockey/01058/"	"1:10.3"	7030	"1.1/4"	14	470	12	"730"	"<td class=\"txt_r\">260<br>150<br>260</td>"	"630"	"1590"	"<td class=\"txt_r\">750<br>1,400<br>680</td>"	""	""	""	"/horse/ped/000a0000cc/"	"/horse/ped/1993103936/"	"/horse/ped/000a001205/"	"/horse/ped/000a0081bb/"	"/horse/ped/000a000d48/"	"/horse/ped/1979104149/"	6	"/trainer/00345/"
"http://db.netkeiba.com/horse/1999200047/"	"http://db.netkeiba.com/race/200210030708/"	"2002年9月2日"	0	0	0	0	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	0	0	1	1000	1	0	0	0	4	5	1	0	0	3	51	"http://db.netkeiba.com/jockey/01073/"	"1:01.0"	6100	"1.3/4"	6	510	0	"300"	"<td class=\"txt_r\">140<br>120<br>1,000</td>"	"330"	"400"	"<td class=\"txt_r\">190<br>2,730<br>2,310</td>"	"930"	"7710"	""	"/horse/ped/000a0001d6/"	"/horse/ped/1988200069/"	"/horse/ped/000a000378/"	"/horse/ped/000a009241/"	"/horse/ped/000a000249/"	"/horse/ped/1976200222/"	4	"/trainer/00212/"
"http://db.netkeiba.com/horse/1997106575/"	"http://db.netkeiba.com/race/199904030811/"	"1999年9月5日"	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	1400	1	0	0	0	6	6	1	0	0	3	53	"http://db.netkeiba.com/jockey/00635/"	"1:23.5"	8350	"4"	9	468	0	"180"	"<td class=\"txt_r\">110<br>130<br>150</td>"	"400"	"500"	""	""	""	""	"/horse/ped/1982102405/"	"/horse/ped/1985101632/"	"/horse/ped/000a000b3b/"	"/horse/ped/1955104020/"	"/horse/ped/000a0003de/"	"/horse/ped/1955108005/"	6	"/trainer/00261/"
"http://db.netkeiba.com/horse/2008102633/"	"http://db.netkeiba.com/race/201108040606/"	"2011年7月17日"	1	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	1	0	1800	1	0	0	0	4	8	0	1	0	3	54	"http://db.netkeiba.com/jockey/00894/"	"1:47.9"	10790	"2.1/2"	7	440	8	"680"	"<td class=\"txt_r\">170<br>140<br>120</td>"	"990"	"1200"	"<td class=\"txt_r\">480<br>310<br>230</td>"	"2920"	"1070"	"7720"	"/horse/ped/1995104427/"	"/horse/ped/1998107261/"	"/horse/ped/000a0000cc/"	"/horse/ped/000a0062e2/"	"/horse/ped/000a00035c/"	"/horse/ped/000a00669e/"	8	"/trainer/01046/"
"http://db.netkeiba.com/horse/1996101178/"	"http://db.netkeiba.com/race/200005050306/"	"2000年10月14日"	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	1600	1	0	0	0	3	3	1	0	0	5	57	"http://db.netkeiba.com/jockey/00660/"	"1:36.2"	9620	"2.1/2"	1	522	2	"1170"	"<td class=\"txt_r\">300<br>260<br>200</td>"	"550"	"3460"	"<td class=\"txt_r\">1,050<br>830<br>750</td>"	""	""	""	"/horse/ped/000a000d6c/"	"/horse/ped/000a0063f0/"	"/horse/ped/000a000628/"	"/horse/ped/000a00953b/"	"/horse/ped/000a000dfe/"	"/horse/ped/000a009175/"	9	"/trainer/00146/"
"http://db.netkeiba.com/horse/1998104915/"	"http://db.netkeiba.com/race/200110010801/"	"2001年2月18日"	0	0	0	0	0	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	1	1700	1	0	0	0	6	6	1	0	0	3	55	"http://db.netkeiba.com/jockey/00635/"	"1:51.4"	11140	""	1	484	4	"140"	"<td class=\"txt_r\">100<br>110<br>110</td>"	"330"	"380"	"<td class=\"txt_r\">170<br>150<br>260</td>"	""	""	""	"/horse/ped/1988107710/"	"/horse/ped/1991109726/"	"/horse/ped/000a0003bd/"	"/horse/ped/1981102547/"	"/horse/ped/000a000d23/"	"/horse/ped/1955105359/"	1	"/trainer/00429/"
"http://db.netkeiba.com/horse/1987105078/"	"http://db.netkeiba.com/race/198909040704/"	"1989年9月30日"	0	0	0	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	1	0	1400	1	0	0	0	3	4	1	0	0	3	52	"http://db.netkeiba.com/jockey/00677/"	"1:26.0"	8600	"4"	12	406	0	"470"	"<td class=\"txt_r\">200<br>130<br>400</td>"	"510"	""	""	""	""	""	"/horse/ped/000a000465/"	"/horse/ped/1955104158/"	"/horse/ped/000a000dfe/"	"/horse/ped/000a007d2e/"	"/horse/ped/000a000133/"	"/horse/ped/1955100194/"	8	"/trainer/00236/"
